time;MathematicaGBN.dump.rcv_Pkt:vector
7368.795874504565;595
7374.795874504565;596
7380.795874504565;597
7382.795874504565;598
7383.795874504565;599
7384.795874504565;600
7403.795874504565;601
7408.795874504565;602
7412.795874504565;603
7418.795874504565;604
7422.795874504565;605
7432.795874504565;606
7441.795874504565;607
7453.795874504565;608
7460.795874504565;609
7461.795874504565;610
7475.795874504565;611
7523.795874504565;612
7535.795874504565;613
7543.795874504565;614
7548.795874504565;615
7573.795874504565;616
7574.795874504565;617
7617.795874504565;618
7618.795874504565;619
7640.795874504565;620
7669.795874504565;621
7676.795874504565;622
7691.795874504565;623
7739.795874504565;624
7743.795874504565;625
7761.795874504565;626
7775.795874504565;627
7787.795874504565;628
7797.795874504565;629
7800.795874504565;630
7807.795874504565;631
7810.795874504565;632
7821.795874504565;633
7822.795874504565;634
7823.795874504565;635
7830.795874504565;636
7832.795874504565;637
7836.795874504565;638
7837.795874504565;639
7861.795874504565;640
7867.795874504565;641
7869.795874504565;642
7874.795874504565;643
7881.795874504565;644
7885.795874504565;645
7900.795874504565;646
7913.795874504565;647
7939.795874504565;648
7940.795874504565;649
7962.795874504565;650
7966.795874504565;651
7987.795874504565;652
7998.795874504565;653
8041.795874504565;654
8063.795874504565;655
8073.795874504565;656
8090.795874504565;657
8093.795874504565;658
8099.795874504565;659
8110.795874504565;660
8113.795874504565;661
8120.795874504565;662
8121.795874504565;663
8122.795874504565;664
8123.795874504565;665
8158.795874504565;666
8170.795874504565;667
8181.795874504565;668
8190.795874504565;669
8191.795874504565;670
8212.795874504565;671
8224.795874504565;672
8257.795874504565;673
8264.795874504565;674
8282.795874504565;675
8287.795874504565;676
8290.795874504565;677
8310.795874504565;678
8314.795874504565;679
8315.795874504565;680
8317.795874504565;681
8320.795874504565;682
8339.795874504565;683
8356.795874504565;684
8361.795874504565;685
8365.795874504565;686
8386.795874504565;687
8415.795874504565;688
8463.795874504565;689
8467.795874504565;690
8500.795874504565;691
8515.795874504565;692
8526.795874504565;693
8528.795874504565;694
8530.795874504565;695
8531.795874504565;696
8556.795874504565;697
8559.795874504565;698
8565.795874504565;699
8571.795874504565;700
8586.795874504565;701
8604.795874504565;702
8605.795874504565;703
8610.795874504565;704
8628.795874504565;705
8645.795874504565;706
8646.795874504565;707
8661.795874504565;708
8663.795874504565;709
8664.795874504565;710
8665.795874504565;711
8673.795874504565;712
8675.795874504565;713
8684.795874504565;714
8721.795874504565;715
8747.795874504565;716
8751.795874504565;717
8753.795874504565;718
8763.795874504565;719
8769.795874504565;720
8781.795874504565;721
8791.795874504565;722
8796.795874504565;723
8800.795874504565;724
8816.795874504565;725
8828.795874504565;726
8858.795874504565;727
8862.795874504565;728
8884.795874504565;729
8898.795874504565;730
8915.795874504565;731
8924.795874504565;732
8927.795874504565;733
8947.795874504565;734
8948.795874504565;735
8950.795874504565;736
8952.795874504565;737
8957.795874504565;738
8990.795874504565;739
8997.795874504565;740
9003.795874504565;741
9004.795874504565;742
9009.795874504565;743
9010.795874504565;744
9012.795874504565;745
9038.795874504565;746
9040.795874504565;747
9059.795874504565;748
9075.795874504565;749
9086.795874504565;750
9095.795874504565;751
9096.795874504565;752
9109.795874504565;753
9145.795874504565;754
9161.795874504565;755
9167.795874504565;756
9191.795874504565;757
9192.795874504565;758
9210.795874504565;759
9222.795874504565;760
9227.795874504565;761
9228.795874504565;762
9229.795874504565;763
9236.795874504565;764
9244.795874504565;765
9257.795874504565;766
9262.795874504565;767
9266.795874504565;768
9273.795874504565;769
9335.795874504565;770
9355.795874504565;771
9382.795874504565;772
9407.795874504565;773
9419.795874504565;774
9420.795874504565;775
9426.795874504565;776
9427.795874504565;777
9431.795874504565;778
9458.795874504565;779
9483.795874504565;780
9486.795874504565;781
9490.795874504565;782
9499.795874504565;783
9532.795874504565;784
9533.795874504565;785
9535.795874504565;786
9555.795874504565;787
9569.795874504565;788
9576.795874504565;789
9579.795874504565;790
9594.795874504565;791
9597.795874504565;792
9621.795874504565;793
9623.795874504565;794
9631.795874504565;795
9646.795874504565;796
9661.795874504565;797
9672.795874504565;798
9685.795874504565;799
9686.795874504565;800
9703.795874504565;801
9708.795874504565;802
9716.795874504565;803
9725.795874504565;804
9731.795874504565;805
9751.795874504565;806
9760.795874504565;807
9765.795874504565;808
9770.795874504565;809
9774.795874504565;810
9776.795874504565;811
9777.795874504565;812
9797.795874504565;813
9852.795874504565;814
9858.795874504565;815
9862.795874504565;816
9874.795874504565;817
9875.795874504565;818
9876.795874504565;819
9877.795874504565;820
9893.795874504565;821
9901.795874504565;822
9905.795874504565;823
9909.795874504565;824
9937.795874504565;825
9944.795874504565;826
9950.795874504565;827
9973.795874504565;828
9981.795874504565;829
10027.795874504565;830
10039.795874504565;831
10040.795874504565;832
10053.795874504565;833
10062.795874504565;834
10063.795874504565;835
10067.795874504565;836
10068.795874504565;837
10074.795874504565;838
10112.795874504565;839
10115.795874504565;840
10116.795874504565;841
10120.795874504565;842
10136.795874504565;843
10137.795874504565;844
10139.795874504565;845
10140.795874504565;846
10152.795874504565;847
10157.795874504565;848
10160.795874504565;849
10172.795874504565;850
10176.795874504565;851
10189.795874504565;852
10201.795874504565;853
10237.795874504565;854
10240.795874504565;855
10241.795874504565;856
10245.795874504565;857
10251.795874504565;858
10284.795874504565;859
10303.795874504565;860
10325.795874504565;861
10327.795874504565;862
10352.795874504565;863
10353.795874504565;864
10359.795874504565;865
10362.795874504565;866
10368.795874504565;867
10381.795874504565;868
10382.795874504565;869
10437.795874504565;870
10450.795874504565;871
10451.795874504565;872
10478.795874504565;873
10482.795874504565;874
10485.795874504565;875
10488.795874504565;876
10496.795874504565;877
10497.795874504565;878
10509.795874504565;879
10521.795874504565;880
10541.795874504565;881
10558.795874504565;882
10560.795874504565;883
10574.795874504565;884
10575.795874504565;885
10578.795874504565;886
10580.795874504565;887
10587.795874504565;888
10600.795874504565;889
10601.795874504565;890
10642.795874504565;891
10669.795874504565;892
10671.795874504565;893
10682.795874504565;894
10707.795874504565;895
10711.795874504565;896
10737.795874504565;897
10738.795874504565;898
10739.795874504565;899
10773.795874504565;900
10775.795874504565;901
10805.795874504565;902
10813.795874504565;903
10814.795874504565;904
10817.795874504565;905
10823.795874504565;906
10824.795874504565;907
10829.795874504565;908
10835.795874504565;909
10850.795874504565;910
10863.795874504565;911
10865.795874504565;912
10874.795874504565;913
10884.795874504565;914
10913.795874504565;915
10928.795874504565;916
10946.795874504565;917
10952.795874504565;918
10954.795874504565;919
11008.795874504565;920
11009.795874504565;921
11015.795874504565;922
11016.795874504565;923
11044.795874504565;924
11077.795874504565;925
11089.795874504565;926
11093.795874504565;927
11095.795874504565;928
11098.795874504565;929
11099.795874504565;930
11106.795874504565;931
11107.795874504565;932
11110.795874504565;933
11141.795874504565;934
11154.795874504565;935
11155.795874504565;936
11160.795874504565;937
11170.795874504565;938
11189.795874504565;939
11195.795874504565;940
11267.795874504565;941
11270.795874504565;942
11285.795874504565;943
11291.795874504565;944
11293.795874504565;945
11310.795874504565;946
11312.795874504565;947
11315.795874504565;948
11330.795874504565;949
11342.795874504565;950
11343.795874504565;951
11348.795874504565;952
11349.795874504565;953
11356.795874504565;954
11357.795874504565;955
11392.795874504565;956
11425.795874504565;957
11488.795874504565;958
11489.795874504565;959
11513.795874504565;960
11516.795874504565;961
11518.795874504565;962
11529.795874504565;963
11530.795874504565;964
11533.795874504565;965
11569.795874504565;966
11582.795874504565;967
11591.795874504565;968
11596.795874504565;969
11602.795874504565;970
11604.795874504565;971
11665.795874504565;972
11674.795874504565;973
11678.795874504565;974
11703.795874504565;975
11705.795874504565;976
11706.795874504565;977
11721.795874504565;978
11757.795874504565;979
11758.795874504565;980
11761.795874504565;981
11768.795874504565;982
11780.795874504565;983
11811.795874504565;984
11812.795874504565;985
11816.795874504565;986
11842.795874504565;987
11843.795874504565;988
11885.795874504565;989
11900.795874504565;990
11907.795874504565;991
11908.795874504565;992
11914.795874504565;993
11919.795874504565;994
11921.795874504565;995
11935.795874504565;996
11939.795874504565;997
11940.795874504565;998
11945.795874504565;999
11948.795874504565;1000
